order,asn_description,count,name,industry
39187,"ONLLINE TELECOMUNICACOES LTDA, BR",2
39188,"Adoro Monitoramento Ltda, BR",2
39189,"NTS-TYLER-01, US",2
39190,"ADP-AS-AP Automatic Data Processing Limited, AU",2
39191,"VS COMUNICACAO E MULTIMIDIA LTDA, BR",2
39192,"STUDIOMODERNA-AS Podvine 36, SI",2
39193,"LANET-TV, UA",2
39194,"ITLABS-AS, RU",2
39195,"WI-SIM COMUNICACIONES SRL, AR",2
39196,"R. ALECIO SACHETTI & CIA LTDA - EPP, BR",2
39197,"FROXLOR, DE",2
39198,"OMATICON-01, US",2
39199,"NORDFIBER, NO",2
39200,"MITTO, CH",2
39201,"DOGGY, SE",2
39202,"ASN-HBV, DE",2
39203,"COSMONOVA-BROADCAST-AS, UA",2
39204,"ETES-AS ETES GmbH, DE",2
39205,"PFSCNET, US",2
39206,"JULIANA DA COSTA DOS SANTOS - EPP, BR",2
39207,"GITD-, PL",2
39208,"N.C Sat Mais Veloz Ltda, BR",2
39209,"FIBERNET SERVICOS DE COMUNICACAO LTDA, BR",2
39210,"BLUECOM, FR",2
39211,"SECURITA-AS, CY",2
39212,"BLOOMINGTON-SD87, US",2
39213,"JEA.PC COMUNICACIONES S.A., EC",2
39214,"FOUR NETWORK SERVICOS DE INFORMATICA LTDA - ME, BR",2
39215,"WIRBANK-AS Steinengraben 12, CH",2
39216,"OCHIN-PDX, US",2
39217,"NCIC, US",2
39218,"RAYANMEHR-AS, IR",2
39219,"HORIZON, US",2
39220,"PODOL-AS, UA",2
39221,"WAB-01, US",2
39222,"UNGLEICH-PLACE15, CH",2
39223,"PROFIX-AS, UA",2
39224,"RH, RU",2
39225,"VSEVTYRES-AS, RU",2
39226,"PROMONTEL-AS, PL",2
39227,"LYC SOLUCIONES EN CONECTIVIDAD SRL, AR",2
39228,"OPTIMAFIBRE, FR",2
39229,"COMERCIALIZADORA MACAS CALDERON CONECTATE CIA. LTDA, EC",2
39230,"COMMASTER-AS Russia, Moscow, Baumanskaya str.58 building 16, RU",2
39231,"INVASION, RU",2
39232,"Ailson Tavares, BR",2
39233,"Master Link Net - ME, BR",2
39234,"MTI-NET, BY",2
39235,"P-KOM-AS, DE",2
39236,"TECNOLOGIA EN TELECOMUNICACIONES DEL CENTRO S.A. DE C.V, MX",2
39237,"AS-IL1-DIA, US",2
39238,"SODEFESA, ES",2
39239,"CAIO DE OLIVEIRA LIMA - ME, BR",2
39240,"EUROWEB-AS EUROWEB-AS AS Macro, DE",2
39241,"XMS, NL",2
39242,"KPS-HORIZON-NET-1, US",2
39243,"G4 Internet, BR",2
39244,"NTEC, BY",2
39245,"TE3-AS, DE",2
39246,"WKD-AS, IE",2
39247,"RUV-AS, IS",2
39248,"ADENCF-AS, FR",2
39249,"MOFA, SA",2
39250,"BENJOJONET, GB",2
39251,"MJ-PT-AS, PT",2
39252,"Prata Telecom, BR",2
39253,"UNITY NETWORK S.A.S., AR",2
39254,"DK-REGSJ, DK",2
39255,"PROVEEDOR S.A., AR",2
39256,"MOBILE WORLD, S.A., GT",2
39257,"AS1-COSIUM, FR",2
39258,"URIIT-AS, RU",2
39259,"SUOMICOM, FI",2
39260,"DLD SERVICIO SRL, DO",2
39261,"WISEKEY, CH",2
39262,"BANCO AGRARIO DE COLOMBIA S.A., CO",2
39263,"CCT-KRD, RU",2
39264,"EDIAL eDial AS number, PL",2
39265,"K. R. VIOTO, BR",2
39266,"LINK FAST TELECOMUNICACOES DO BRASIL LTDA, BR",2
39267,"ASTRATELKOM-AS, UA",2
39268,"VOEX TELECOM LTDA, BR",2
39269,"PRETCHER-AS ISP Pretcher, UA",2
39270,"Alexsandro Morais Carneiro, BR",2
39271,"HNET-AS, AM",2
39272,"YANDEX-OFFICE, RU",2
39273,"ABSOLUTE-OPERATIONS, CA",2
39274,"XENTECH www.xentech.net, NL",2
39275," ABELSONTAYLOR, US",2
39276,"CU-PRODIGY-32503, US",2
39277,"Linkup Telecomunicacoes, BR",2
39278,"ND TELECOM FIBRA, BR",2
39279,"TULUN-TELECOM-AS, RU",2
39280,"PERDOESNET LTDA, BR",2
39281,"YAHOO-ULS, GB",2
39282,"Offshore Racks S.A, PA",2
39283,"INTER-SVYAZ-AS, RU",2
39284,"NL-MLAB MLAB Open Source Community, NL",2
39285,"INTERNET-MEASUREMENT, GB",2
39286,"   UDELNET, US",2
39287,"MURVAL, BG",2
39288,"KOLBI-AS, RU",2
39289," DZI-, BG",2
39290,"SAMUELLRAMIREZ-AS, US",2
39291,"VALEONLINE PROVEDOR DE INTERNET E SERVICOS LTDA, BR",2
39292,"INOVANETCE TELECOM, BR",2
39293,"BIZTELECOM, RO",2
39294,"ARROWSTREET, US",2
39295,"CORPORATE_SYSTEMS-AS, LV",2
39296,"ASGLBLCOM, LV",2
39297,"CESKA_TELEVIZE, CZ",2
39298,"TRANSFICC, GB",2
39299,"SOFTEON, US",2
39300,"PRINCAST-AS Sistema Autonomo, ES",2
39301,"MASTER LINK SERVICOS DE INTERNET LTDA - ME, BR",2
39302,"RVE2VSIX Annunciato al NAP del Nord-Est VSIX, IT",2
39303,"AS-INTRONEX, RU",2
39304,"EBAYJPLLC-AS-KR eBay Japan LLC, KR",2
39305,"NET-HARUKA, GB",2
39306,"OTC-AS, RU",2
39307,"VASCONI IVAN GONZALO CONTINENTAL INTERNET, AR",2
39308,"CONECTATE. COM. S.H. DE VAZQUEZ HUGO ALFREDO Y TASSO MARIO EDUARDO, AR",2
39309,"ER TELECOM LTDA, BR",2
39310,"R N V DA COSTA JUNIOR EIRELI, BR",2
39311,"HOSTEDADV-001, CA",2
39312,"TCVNET-AS, RO",2
39313,"ANAHOTELS-AS Bd. Poligrafiei nr. 1, RO",2
39314,"ECFMG, US",2
39315,"HENDALL-ASN, US",2
39316,"PRIMARIA-CALARASI-AS, RO",2
39317,"CONVERSION-AS, RO",2
39318,"HOVERNET-AS, US",2
39319,"EGTECH SOLUCOES EM TELECOMUNICACOES, BR",2
39320,"HOSTCLEAN-SRL, RO",2
39321,"GLSHR-ASN, HR",2
39322,"TEAJAX, US",2
39323,"PENTABOX-AS --- uplink ---, RU",2
39324,"YAHOO-HK2-AP internet content provider, HK",2
39325,"YAHOO-SG internet content provider, SG",2
39326,"WAVENET S.A., AR",2
39327,"WALLIX-GROUP, FR",2
39328,"WALBRIDGE-ALDINGER-CO-DTW, US",2
39329,"BATTLEHOST BattleHost, BR",2
39330,"Xauza Andreoli - ME, BR",2
39331,"BKup Telecom, BR",2
39332,"NOTTSCC, GB",2
39333,"HSE-AS, SI",2
39334,"BANEDANMARK-AS, DK",2
39335,"KINESCOPE-AS, NL",2
39336,"NTHILL-AS, IE",2
39337,"YOTA-NET-AS, UA",2
39338,"OILTC-NET, RU",2
39339,"TELEKOM365-AS, RU",2
39340," NETWORKABILITY, IE",2
39341,"AS204907, CZ",2
39342,"MEDIAM-INT-AS, FI",2
39343,"INTERMICRO INFORMATICA DE ITAPERUNA LTDA, BR",2
39344,"JOINT, IL",2
39345,"TELZA-AS, UA",2
39346,"GREEN-IT-AS, DE",2
39347,"ASHAPPY, CZ",2
39348,"THERMOFISHER, GB",2
39349,"B-NET, BG",2
39350,"LINDEX-AS, RU",2
39351,"NEBIUSCLOUD, NL",2
39352,"TRECOM-AS ul. Mokotowska 46, 00-641 Warszawa, POLAND, PL",2
39353,"DELTA-MAXI, RS",2
39354,"INCDFP-AS, RO",2
39355,"MEDIA, PL",2
39356,"Centro Universitario do Rio G. do Norte - UNIRN, BR",2
39357,"CIRRA, FR",2
39358,"TESCO-AS, PL",2
39359,"Buzz Telecom LTDA, BR",2
39360,"SERMA ASSOC DOS USUARIOS DE QUIP DE PROCESS DE DAD, BR",2
39361,"NETFORMS-AS, CZ",2
39362,"UNI-SVISHTOV, BG",2
39363,"EU-IX, UA",2
39364,"ASTCL-AS-NET Core Interconnection, HK",2
39365,"ACCESS INTERNET, BR",2
39366,"VSAT- TELECOMUNICACOES LTDA, BR",2
39367,"SILVER-AS, RU",2
39368,"Tres Marias Net Ltda, BR",2
39369,"B3A COMUNICACAO LTDA, BR",2
39370,"BBVA Banco Frances SA, AR",2
39371,"AWEB-LLC-ASN, US",2
39372,"SMYTHCABLEVISION, IE",2
39373,"ASBFATELECOM, RU",2
39374,"Radio Link Telecom, BR",2
39375,"KJG-AS-, PL",2
39376,"QOS, UA",2
39377,"MIGADU, CH",2
39378," ASUSPEKH, UA",2
39379,"ODINPL-AS ONET DIGITAL NETWORKS PVT. LTD., IN",2
39380,"STRNT-AS, UA",2
39381,"CONTIUM-AS, PL",2
39382,"D. A. SERVICOS DE TELECOMUNICACOES EIRELI, BR",2
39383,"ACRISURE-ARENA, US",2
39384,"DCXV-AS, LT",2
39385,"TEAMUCC, US",2
39386,"SKYLINE-UA-AS ISP Skyline, UA",2
39387,"CROSS-I, RU",2
39388,"DE-WUERTH-IT, DE",2
39389,"AST-SYSTEMS-AS, RU",2
39390,"AS_SITEC_CORSICA, FR",2
39391,"GDV-AS, DE",2
39392,"STARLINK-CRIMEA-AS, RU",2
39393,"ICARD-AS, BG",2
39394,"FLEXBIT-AT-AS, AT",2
39395,"FERAL Feral Hosting, GB",2
39396,"SKS-UZ-AS LLC SKS, UZ",2
39397,"OCADO, GB",2
39398,"NRG-AS, UA",2
39399,"TDISP-AS, UA",2
39400,"GRAAL-AS Marseille, FRANCE, FR",2
39401,"LITTEL-AS, UZ",2
39402," TECHNOELECTROSERVIS-AS, RU",2
39403,"CTE1, EE",2
39404,"SETI-KR-AS, UA",2
39405,"RAKETA-NET-AS, RU",2
39406,"IPSERVICE, RU",2
39407,"INTEN, PL",2
39408,"INTEGRA-MEDIA-AS, UA",2
39409,"MYNET-CLOUDSERVICES, IT",2
39410,"RELSOFTCOM-NET Relsoft Communications Route, RU",2
39411,"IC-AS, GR",2
39412,"ATARAXIE-AS, FR",2
39413,"DN-BROADCAST-CSLOXINFO-TRUE-AS-TH DN Broadcast Co.,Ltd, TH",2
39414,"UOB-AS-AP UOB Asset Management Thailand Co., Ltd., TH",2
39415,"BIGPOINT, DE",2
39416,"PWSZN-AS, PL",2
39417,"ATOMOHOST-AS ATOMOHOST-DC1, UA",2
39418,"AXINN, US",2
39419,"CENTRACU, US",2
39420,"AMIGOS-AS, RU",2
39421,"SPIE-ICS-AS, CH",2
39422,"PLATFORMUK, GB",2
39423,"YAHSAT-DUBAI, AE",2
39424,"TELECOMSCONSORTIUMLTD, GB",2
39425,"ASIBAITPARK, BY",2
39426,"C1-BGP, US",2
39427,"COL, US",2
39428,"DONTU-PRIM-AS, MD",2
39429,"PSE-OPERATOR-AS, PL",2
39430,"MON-AS, PL",2
39431,"CLOUD-MEGAFON PJSC MegaFon, RU",2
39432,"BANCFIRST, US",2
39433,"TALK-CLOUD-AS-AP TALK A CLOUD LIMITED, NZ",2
39434,"IDC-JP YYY Group, Inc., JP",2
39435,"ITC21VEK-AS, RU",2
39436,"VIRTUALDALNEGORSK, RU",2
39437,"OLIMP1-AS, UA",2
39438,"POWER-ELECTRIC-SRL, RO",2
39439,"Alternative Networks Ltd, BZ",2
39440,"SOLANOCOUNTY, US",2
39441," LEMURIACO, US",2
39442,"ACA-ISG, US",2
39443,"NUCLEUS-INC-2, CA",2
39444,"DCC_NORTH_ASN DCC North Governorate, PS",2
39445,"RVBD, US",2
39446,"LEARN-I2PX, US",2
39447,"SMILEDIRECTCLUB-1, US",2
39448,"USAI-NA-01, US",2
39449,"DATAMOCO, US",2
39450,"IT-ITMTELEMATICA-AS, IT",2
39451,"OSCHADBANK, UA",2
39452,"CONCEPTCOMM_2, RU",2
39453,"KROLL-EP, US",2
39454,"TOURISMBANK-AS, IR",2
39455,"CITY-CVILLE-VA, US",2
39456,"CNSL-32-23096, US",2
39457,"DREAMLESS-AS, RU",2
39458,"WITOPIA-AS1, US",2
39459,"29919, US",2
39460,"CITRIX-ONLINE-EUROPE-AS, US",2
39461,"SERVERKING, US",2
39462,"ASD-K12, US",2
39463,"ROVER-WIRELESS, US",2
39464,"NAVIT, US",2
39465,"FRAXION, CA",2
39466,"COMPENSA-AS, PL",2
39467,"KSYS, CH",2
39468,"DTEK Kyiv, Ukraine, UA",2
39469,"TURKIYEFINANS, TR",2
39470,"K.M. TELECOMUNICACOES EIRELI ME, BR",2
39471,"KLESIA-AS, FR",2
39472,"CITRIXSYSTEMS-AS-UK Chalfont Park House, Chalfont Park Chalfont St. Peter, GB",2
39473,"ARTILIUM-AS, BE",2
39474,"KEYBANK, US",2
39475,"EAGLE-TECH, US",2
39476,"AS30672, US",2
39477,"CSBSO, US",2
39478,"SANOFIPASTEUR, FR",2
39479,"NEOFLEX, RU",2
39480,"TORGRYADY-AS, RU",2
39481,"NORD-BY-AS, BY",2
39482,"LOGINET-AS, EE",2
39483,"NLCSJEJU-AS-KR NLCS Jeju, KR",2
39484,"GDS-HK Unit C&D, 10F Neich Tower, 128 Gloucester Rd, Wanchai, HK",2
39485,"HPINC, US",2
39486,"TELB, PL",2
39487,"COLIBRI-SOLUTIONS, FR",2
39488,"CRAY, US",2
39489,"SANINFI-01, PR",2
39490,"AVISTA-EDGE, US",2
39491,"CHARTER-22677-MO-IL-C3, US",2
39492,"TRENCHANT-AS, GB",2
39493,"BLUEMILE-VOICE, US",2
39494,"GRID, US",2
39495,"NICESYSTEMSUK-E1, GB",2
39496,"300-SAHARA, US",2
39497,"IGN, US",2
39498,"NEDSOLUTIONS, NL",2
39499,"PNFP, US",2
39500,"BEC, US",2
39501,"BIP-AG, AT",2
39502,"OPENTEL Comercio e Servicos Ltda, BR",2
39503,"HOSTMYCALLS-01, US",2
39504,"AIRMAR TELECOM, BR",2
39505,"WEST-INTERNET, US",2
39506,"VFLMIA2, US",2
39507,"SENTRACAM, US",2
39508,"AS-ALIC-1, US",2
39509,"VENTURETECHNOLOGIES, US",2
39510,"CNRHONE-AS, FR",2
39511,"CONTROLCO, US",2
39512,"EDUCATORS-CREDIT-UNION, US",2
39513,"DC-ASN, US",2
39514,"RIZNET-AS2, PL",2
39515,"SEED-TECHNOLOGIES-LTD, GB",2
39516,"IMPATT-AS Mihai Viteazu nr 6 D3, 1, 26, RO",2
39517,"TPC, US",2
39518,"DALAHTI-GER-AS, FI",2
39519,"AS_AXESOR, ES",2
39520,"BLOCK-AS, GB",2
39521,"WILKENRZ-AS Hoervelsinger Weg 29-31, DE",2
39522,"SEXING-TECHNOLOGIES, US",2
39523,"LDS_EA, DE",2
39524,"LME-IRAQ, AT",2
39525,"HWS, US",2
39526,"DIGI-201302, US",2
39527,"GENESIS-HEALTHCARE, US",2
39528,"CCS-325-1, US",2
39529,"OPUS-AS1, US",2
39530,"IBM-RC-440ABL, US",2
39531,"RUFFALO-NOEL-LEVITZ, US",2
39532,"ASN-CONNEXUSENERGY, US",2
39533,"BUNQ-AS, NL",2
39534,"ZGLBP-AS, PL",2
39535,"PASCO-COUNTY-BOCC, US",2
39536,"WELLP-10-FRONT1, US",2
39537,"EPIC-ASN-01, DM",2
39538,"VIZIT-AS, UA",2
39539,"NTS-1 TELECOMUNICACOES LTDA, BR",2
39540,"SECURE-SHORE-ASN, BS",2
39541,"SNHHS, US",2
39542,"  FORTLAB, US",2
39543,"WSU-VAN-AS, US",2
39544,"SERV3R, CA",2
39545,"SMART-CITY-TACC, US",2
39546,"ELEKTRANET-AS Elektrogorsk, Russia, RU",2
39547,"NYGC, US",2
39548,"SSG-OHIO-MDC, US",2
39549,"ASKOH1, US",2
39550,"RSVOSPB-AS, RU",2
39551,"JOY TELECOMUNICACOES LTDA, BR",2
39552,"OAKTREECAP-COM, US",2
39553,"INICIS-AS-KR INICIS Co., Ltd, KR",2
39554,"SEGNET TELECOMUNICACOES LTDA, BR",2
39555,"BORUSAN_HOLDING, TR",2
39556,"GRDF-AS, FR",2
39557,"MSAT-INZENJERING, RS",2
39558,"MARRIOTT-TH-AS-AP Phuket Marriott Resort & Spa, Merlin Beach, TH",2
39559,"DUSNET-AS, DE",2
39560,"CIMB-AS-AP CIMB Securities Thailand Co.,Ltd., TH",2
39561,"CHAMPLAINCOLLEGE, US",2
39562,"MPT-AS-AP Magnecomp Precision Technology co Symphony Communication Public Company Limited, TH",2
39563,"UNIDO-AS, AT",2
39564,"RINCON-WIRELESS, US",2
39565,"ZENSAR-TECH-09-AS-AP Zensar Technologies Ltd, IN",2
39566,"OPENSTACK-HK FLAT B 1F, HK",2
39567,"PINNACLEBANK, US",2
39568,"WESTDEVINC, US",2
39569,"KL-KDP, RU",2
39570," TSTU, RU",2
39571,"CALIBRE6354, US",2
39572,"CAPITALOUTSOURCING, LB",2
39573,"CD TELECOMUNICACOES LTDA, BR",2
39574,"ALMAHOST, IR",2
39575,"INECOBANK-AS, AM",2
39576,"ALKOTORG, RU",2
39577,"MIGTELECOM, AM",2
39578,"NETWORX-AS-AP Networx Australia, AU",2
39579,"COMWAY-AS, RO",2
39580,"ZAMBRANO INTRIAGO RICHARD EDISSON ZAM NET, EC",2
39581,"Urzad Marszalkowski Wojewodztwa Dolnoslaskiego, PL",2
39582,"FLN-111-IN, US",2
39583,"SEQURE NETWORKS SRL, DO",2
39584,"AXATEL-AS, RU",2
39585,"EDIVAM FRANCI ALVES EIRELI, BR",2
39586,"@ DIGITAL GROUP S.A.S., CO",2
39587,"NTS-HUNTSVILLE-01, US",2
39588,"NEOTECH PROVEDOR DE INTERNET LTDA, BR",2
39589,"NTS-LAKECHARLES-01, US",2
39590,"RAL-AS, RO",2
39591,"XDNETPRS, PR",2
39592,"CAP-MEDIATEL-AS Blagnac, France, FR",2
39593,"AS-ADKYNET, FR",2
39594,"YOU NET TELECOMUNICACOES, BR",2
39595,"STORTINGET-AS, NO",2
39596,"KPETRO-AS-KR KPETRO, KR",2
39597,"EVGROUP-AS, AT",2
39598,"INFORSUPER COMERCIO E SERVICOS EM INFORMATICA LTDA, BR",2
39599,"HENOCH ADONAI TAVARES, BR",2
39600,"BKM-AS ASN for BKM branch of Uzbektelecom JSC, UZ",2
39601,"NOLAN-AS - Telenet -, LV",2
39602,"INCUBATECSRL-AS-AP INCUBATEC Srl, SG",2
39603,"VALEX, UA",2
39604,"TELNET-LTD-AS, RU",2
39605,"TELCOR-AS, RO",2
39606,"TMGAS, US",2
39607,"CPS-IT, AT",2
39608,"INTER&INTER S.A., EC",2
39609,"ACCELYA, ES",2
39610,"DCONE, DE",2
39611,"KAKHAROV-AS, KZ",2
39612,"HUGS TELECOM, BR",2
39613,"STELEPORT-AS, RU",2
39614,"RACKBONE, CH",2
39615,"NET-OPS-COMMUNICATIONS, US",2
39616,"SOGETI, BE",2
39617,"IJSAT INTERNET LTDA, BR",2
39618,"TERINET, BG",2
39619,"UNILINK-AS, RU",2
39620,"ZETTA-AS, BG",2
39621,"GF WEB TELECOM, BR",2
39622,"Universidad de Ibague, CO",2
39623,"G4 Telecom Fibra, BR",2
39624,"CANIK, TR",2
39625,"HAYALHOST, TR",2
39626,"  IBM-PEN-TEST, US",2
39627,"ENTEKHAB-AS, IR",2
39628,"PPOL-AS, IE",2
39629,"BNG, NL",2
39630,"ASN-TSC TSC - Streaming Platform - GLOBAL, GB",2
39631,"REGIONE-BASILICATA-AS, IT",2
39632,"SERVTEL-AS, RU",2
39633,"TFL-FPS-AS TfL Fares Payment System AS Number, GB",2
39634,"INDIANAPOLIS-AIRPORT-AUTHORITY, US",2
39635,"DGI, RO",2
39636,"I2BASQUE, ES",2
39637,"NETOWSKI-AS, PL",2
39638,"TELEFONICA_AUDIOVISUAL_DIGITAL, ES",2
39639,"KAYAKEU, CH",2
39640,"REALBROADBANDCOM, IE",2
39641,"ASFINAG, AT",2
39642,"FOX LINK TELECOM LTDA, BR",2
39643,"Twistic Limited, GB",2
39644,"ADVANCEPAYMENT, GB",2
39645,"TICOM-AS, UA",2
39646,"STRATACACHE, US",2
39647,"N3T-AS, PL",2
39648,"IRANHOST-AS, IR",2
39649,"PA-TURNPIKE, US",2
39650,"POLARLAKE, IE",2
39651,"ASN-IDCNET, GB",2
39652,"UNIGARANT, NL",2
39653,"RU-SCX-AS, RU",2
39654,"ASULTRANORDNET, MD",2
39655,"Instituto Federal do Tocantins - Campus Araguaina, BR",2
39656,"LINKNV-AS, RU",2
39657," CASELLAWASTE, US",2
39658,"WABCTVNET-7LS, US",2
39659,"WHITECAP, US",2
39660,"ASOS-AS, GB",2
39661,"CHOA, US",2
39662,"IPNET-AS IPNET-AS, UA",2
39663,"NCC-23-ASN, US",2
39664,"CPL, US",2
39665,"ALLNEINS, US",2
39666,"BESTBUY-2, US",2
39667," ANDREWNET, US",2
39668,"TECNOCOMP S.R.L., AR",2
39669,"UNIREGISTRAR, DE",2
39670,"LENZING-AS, AT",2
39671,"UBC Uenohara Broadband Communications Inc., JP",2
39672,"MARIPOSANET, ES",2
39673,"AS, LB",2
39674,"EPICLINK-AS, IT",2
39675,"PRECEDENCE, GB",2
39676,"RENKLINET, TR",2
39677,"HYGIE, IT",2
39678,"AFFINITYCU, CA",2
39679,"SPEEDYQN-AS Speedyquick Network Private Limited, IN",2
39680,"STD-TLC-NET, RU",2
39681,"SURGE-COMMUNICATIONS, US",2
39682,"MYNET-MB-PL-AS, PL",2
39683,"CLICKNET, UA",2
39684,"KRAUS-ONLINE, US",2
39685,"617A-AS-1, US",2
39686,"AS, GE",2
39687,"HCSI-AS-AP Hillview Cable Systems, inc., PH",2
39688,"TRANSELECTRICA-AS Str. Olteni Nr. 2-4, Sector 3, RO",2
39689,"TRIXNET SERVICOS DE TELEINFORMATICA LTDA, BR",2
39690,"ITKOM, UA",2
39691,"NFOURU-AS-IN N4U BROADBAND PRIVATE LIMITED, IN",2
39692,"AS12345, IT",2
39693,"VSD-KET, US",2
39694,"ADCB, AE",2
39695,"KTNG-AS-KR KTNG Coporation, KR",2
39696,"COAPPL-AS-IN City Online Ap Private Ltd, IN",2
39697,"CONCURRENT, US",2
39698,"AS-HARTS, US",2
39699,"SACS-CMT, US",2
39700,"NEXUS-BYTES, US",2
39701,"CCNY, US",2
39702,"EACS-5, US",2
39703,"HOMETIME-ASN1, JM",2
39704,"RAMYAA-AS-IN Ramyaa Network Communication, IN",2
39705,"IDNIC-RUMAHCLOUD-AS-ID CV. RUMAH CLOUD INDONESIA, ID",2
39706,"AVANGARD-AS, RU",2
39707,"WD-DUBIT, IE",2
39708,"BBG-PL-AS, PL",2
39709,"BRETSA, US",2
39710,"POUNDBANG-HOSTING, US",2
39711,"CYBER2-AS-AP Cyber Planet, BD",2
39712,"PAT-AS, FR",2
39713,"KSAU, SA",2
39714,"NANO, TR",2
39715,"TLC-ASN, GB",2
39716,"VIRAIR, GB",2
39717,"HYVEMANAGEDHOSTINGCORPINC-AS-AP Hyve Managed Hosting Corp Inc, JP",2
39718,"DHT-AS-AP Donghwa Telecom Co., Limited, HK",2
39719,"OOO-LENTA-, RU",2
39720,"KMCMAGSOLUTIONS-AS-AP KMC Mag Solutions, PH",2
39721,"FHI-SIT, DE",2
39722,"NB, IQ",2
39723,"SEJEL, SA",2
39724,"MARLINLEASING, US",2
39725,"RED-GAP-COMMUNICATIONS-INC, US",2
39726,"EMPIRE5882300, US",2
39727," KUBANNET, RU",2
39728,"FLORALALLIANS-AS, RU",2
39729,"BEWAN-AS, CH",2
39730,"APS-AS, US",2
39731,"SDCS-AS1, US",2
39732,"BINERO-AS, SE",2
39733,"Sociedad Portuaria Regional de Cartagena S.A., CO",2
39734," KMHP-AS-ARIN, US",2
39735,"CONNECTO, RU",2
39736,"level2 telecomunicacoes eireli, BR",2
39737,"HELMES-AS, EE",2
39738,"FORRESTER-RESEARCH, US",2
39739,"DXN-AS-AP The Data Exchange Network Limited, AU",2
39740,"FGSZ, HU",2
39741,"I-TEL-AS, PL",2
39742," MF-AS, RU",2
39743,"BIOC-ASN, US",2
39744,"LUMENET COMUNICACIONES S. DE R.L. DE C.V., MX",2
39745,"CMD, LU",2
39746,"CLOUDCALL-LTD-AS-AP Cloudcall Ltd, AU",2
39747,"NYC-NET-01, US",2
39748,"NBIP-AS, NL",2
39749,"ERST-BANK-AS, UA",2
39750,"RRISD-AS-1, US",2
39751,"INVERSIONES RED NET 2030, C.A, VE",2
39752,"NOLIMITNET, ES",2
39753,"DLSS-CA-EMERYVILLE-AS, US",2
39754,"COMTEC Str. Mexic, nr.13, sector 1, RO",2
39755,"IDNIC-BOYOLALIKAB-AS-ID PEMERINTAH KABUPATEN BOYOLALI, ID",2
39756,"ASNETKOM, RU",2
39757,"APOG-BJU, US",2
39758,"GSNET AION TECHNOLOGIES Inc., TW",2
39759,"DWINS-TW DWINS Digital Service Corp., TW",2
39760,"NTTDATARO-AS, RO",2
39761,"R2 Conect, BR",2
39762,"KROLEVETS-AS, UA",2
39763," KARINET-AS Korea Aerospace Research Institute, KR",2
39764,"BQAGS-AS-AP BALLARAT AND QUEENS ANGLICAN GRAMMAR SCHOOL, AU",2
39765,"VINFORTALIA, ES",2
39766,"AFL-AS-AP Airports Fiji Limited, FJ",2
39767,"ADAY, FR",2
39768,"NORRKOPING, SE",2
39769,"GOULD, US",2
39770,"NEWDAYASN, US",2
39771,"TRIDATUNETWORK-AS-ID PT. TRI DATU TELEKOMUNIKASI, ID",2
39772,"VOICENTER-EU01, IL",2
39773,"CRHSC, US",2
39774,"SOUTHERNIMPERIAL, US",2
39775,"HPSAS001, US",2
39776," HYUNDAIFUTURES-AS SI SECURITIES CORPORATION, KR",2
39777,"MAULIMSO-AS Mauli Shiv Cable Internet Services Private Limited, IN",2
39778,"REVERSINGLABS, CH",2
39779,"O. S. J. NET LTDA - ME, BR",2
39780,"ELAFLEX, DE",2
39781,"SPHATIKNP-AS-IN Sphatik Network Private Limited, IN",2
39782,"SYNCIT-AS-AP SyncIT Bangladesh, BD",2
39783,"CROWN-AS-1, US",2
39784,"KNB-AS-KR KYONGNAMBANK, KR",2
39785,"G.A.L. COELHO ME, BR",2
39786,"THE-UPS-STORE-INC, US",2
39787,"SH TURBO INTERNET TEC. E EMPREENDIMENTOS, BR",2
39788,"FAIRFIELD-UNIVERSITY, US",2
39789,"YARNET-AS, UA",2
39790,"ZEP-INFO-AS, PL",2
39791,"Soft System Informatica Ltda, BR",2
39792,"KOREALIFE-AS-KR HANWHALIFE, KR",2
39793,"KIOM-AS-KR Korea Institute of Oriental Medicine, KR",2
39794,"KEITI-AS-KR Korea Environmental Technology Industry Institute, KR",2
39795,"YTN-AS-KR YTN, KR",2
39796,"EM-888, US",2
39797,"FMDATACENTER, DE",2
39798,"ICN, AM",2
39799,"SAE-AS-AP SNet And Electronics, BD",2
39800,"FNSBSD, US",2
39801,"SECURITAS-AS-NORWAY, NO",2
39802,"AZMA-IDC, IR",2
39803,"CORUS-AS-001, CA",2
39804,"BOINGO-WIRELESS-ONE-NETWORK, US",2
39805,"GBLINK-AS-AP GBLINK NETWORK SOLUTIONS PRIVATE LIMITED, IN",2
39806,"HYPEROPS, LT",2
39807,"CTCA1336, US",2
39808,"ALEF-AS, RO",2
39809,"SPEEDOBIT-AS-IN Speedobits Internet Private Limited, IN",2
39810,"HYPHA-US1, US",2
39811,"APERIM-AS-AP Aperim Pty Ltd, AU",2
39812,"CLOUDPRO, RU",2
39813,"FIBRECAST, GB",2
39814,"ASN-CI, CA",2
39815,"GREENLIGHT-CAPITAL, US",2
39816,"LASTING-INTERNET, RO",2
39817,"ESPACE-NETWORKS, US",2
39818,"SISTEC-SBSOL-AS drumul sabareni 24-26, RO",2
39819,"holnet internet provider, BR",2
39820,"KDM INTERNET TELECOMUNICACOES LTDA, BR",2
39821,"IWEKA-AS-ID PT Iweka Digital Solution, ID",2
39822,"XT-NEWORLEANS, US",2
39823,"ASSECOSEE-AS, HR",2
